id,name,category,flavors,molecules_count,sample_molecules
11,Brandy,Beverage Alcoholic,"acid, alcohol, alcoholic, aldehydic, almond, amine, animal, apple, apple peel, bacon, baked, balsam, banana, bean, beer, berry, bitter, brandy, bread, burnt, butter, butterscotch, buttery, cabbage, caramel, cheese, cheesy, chemical, cherry, chip, cinnamon, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, cooked beef juice, corn, creamy, cumin, dairy, dry, ether, ethereal, fatty, feet, fish, fishy, floral, flower, fragrant, fresh, fruit, fruity, fungal, fusel, grape, grass, grassy, green, hawthorn, heavy, herbal, honey, hyacinth, juicy, lard, leaf, leafy, lemon, lilac, magnolia, malt, meaty, medicinal, medicine, melon, metal, milky, mushroom, must, musty, naphthyl, natural, neroli, nutty, oil, oily, onion, orange, peach, pepper, phenolic, pineapple, plum, popcorn, powdery, pungent, putrid, pyridine, rancid, resin, rose, rose dried, rose flower, rose water, rum, savory, sharp, sickening, smoke, smoky, soap, soapy, solvent, sour, spice, spicy, stinky, sulfur, sulfurous, sweat, sweaty, sweet, tart, tobacco, tropical, unripe banana, vanilla, vegetable, violet, walnut, watercress, waxy, wine, woody",50,"2-Furaldehyde, 2-Methylhexanoic Acid, Ethyl 2-octenoate, Isoamyl laurate, Ethyl Undecanoate, Ethyl Butyrate, 2-Heptanone, 2-Methyl-1-propanol, Vanillic acid, Ethyl Lactate"
12,Anise Brandy,Beverage Alcoholic,"acid, alcohol, alcoholic, aldehydic, almond, amine, animal, apple, apple peel, bacon, baked, balsam, banana, bean, beer, berry, bitter, brandy, bread, burnt, butter, butterscotch, buttery, cabbage, caramel, cheese, cheesy, chemical, cherry, chip, cinnamon, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, cooked beef juice, corn, creamy, cumin, dairy, dry, ether, ethereal, fatty, feet, fermented, fish, fishy, floral, flower, fragrant, fresh, fruit, fruity, fungal, fusel, grape, grass, grassy, green, hawthorn, heavy, herbal, honey, hyacinth, juicy, lard, leaf, leafy, lemon, lilac, magnolia, malt, meaty, medicinal, medicine, melon, metal, milky, mushroom, must, musty, naphthyl, natural, neroli, nutty, oil, oily, onion, orange, peach, peanut, pepper, phenolic, pineapple, plum, popcorn, powdery, pungent, putrid, pyridine, rancid, resin, rose, rose dried, rose flower, rose water, rum, savory, sharp, sickening, smoke, smoky, soap, soapy, solvent, sour, spice, spicy, stinky, sulfur, sulfurous, sweat, sweaty, sweet, tart, tobacco, tropical, unripe banana, vanilla, vegetable, violet, walnut, watercress, waxy, wine, woody",51,"2-Furaldehyde, 2-Methylhexanoic Acid, Ethyl 2-octenoate, Isoamyl laurate, Ethyl Undecanoate, 1-propanol, Ethyl Butyrate, 2-Heptanone, 2-Methyl-1-propanol, Vanillic acid"
13,Apple Brandy,Beverage Alcoholic,"acid, alcohol, alcoholic, aldehydic, almond, amine, animal, anise, apple, apple peel, apricot, bacon, baked, balsam, balsamic, banana, bean, beer, berry, bitter, brandy, bread, burnt, butter, butterscotch, buttery, cabbage, camomile, caramel, celery, cheese, cheesy, chemical, cherry, chip, chocolate, cinnamon, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, cooked beef juice, corn, cranberry, creamy, cumin, cut grass, dairy, damascone, dry, earthy, ester, ether, ethereal, fatty, feet, fermented, fish, fishy, floral, flower, foliage, fragrant, fresh, fruit, fruity, fungal, fusel, gasoline, grape, grass, grassy, green, hawthorn, hazelnut, heavy, herb, herbal, honey, hyacinth, jam, juicy, lard, leaf, leafy, lemon, lemongrass, lilac, magnolia, malt, meaty, medicinal, medicine, melon, metal, mild, milky, mint, minty, mushroom, must, musty, naphthyl, natural, neroli, nutty, oil, oily, onion, orange, orris, peach, peanut, pear, pepper, petal, phenolic, pineapple, plastic, plum, popcorn, potato, powdery, pungent, putrid, pyridine, rancid, raspberry, red rose, resin, ripe, rose, rose dried, rose flower, rose oxide, rose water, rubber, rum, saffron, savory, seaweed, sharp, sickening, smoke, smoky, soap, soapy, solvent, soup, sour, spice, spicy, stinky, strawberry, styrax, sulfur, sulfurous, sweat, sweaty, sweet, tart, tobacco, tomato, tropical, unripe banana, vanilla, vegetable, violet, walnut, watercress, waxy, wine, wintergreen, woody, yeast, ylang",74,"2-Furaldehyde, 2-Methylhexanoic Acid, Ethyl 2-octenoate, Isoamyl laurate, 6-Methyl-5-Hepten-2-One, Isobutyl hexanoate, Isopentyl hexanoate, Ethyl Undecanoate, Styrene, 3-methylthiopropanol"
14,Armagnac Brandy,Beverage Alcoholic,"acid, alcohol, alcoholic, aldehydic, almond, amine, animal, apple, apple peel, bacon, baked, balsam, banana, bean, beer, berry, bitter, brandy, bread, burnt, butter, butterscotch, buttery, cabbage, caramel, cheese, cheesy, chemical, cherry, chip, cinnamon, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, cooked beef juice, corn, creamy, cumin, dairy, dry, ether, ethereal, fatty, feet, fermented, fish, fishy, floral, flower, fragrant, fresh, fruit, fruity, fungal, fusel, grape, grass, grassy, green, hawthorn, heavy, herbal, honey, hyacinth, juicy, lard, leaf, leafy, lemon, lilac, magnolia, malt, meaty, medicinal, medicine, melon, metal, milky, mushroom, must, musty, naphthyl, natural, neroli, nutty, oil, oily, onion, orange, peach, peanut, pepper, phenolic, pineapple, plum, popcorn, powdery, pungent, putrid, pyridine, rancid, resin, rose, rose dried, rose flower, rose water, rum, savory, sharp, sickening, smoke, smoky, soap, soapy, solvent, sour, spice, spicy, stinky, sulfur, sulfurous, sweat, sweaty, sweet, tart, tobacco, tropical, unripe banana, vanilla, vegetable, violet, walnut, watercress, waxy, wine, woody",51,"2-Furaldehyde, 2-Methylhexanoic Acid, Ethyl 2-octenoate, Isoamyl laurate, Ethyl Undecanoate, 1-propanol, Ethyl Butyrate, 2-Heptanone, 2-Methyl-1-propanol, Vanillic acid"
15,Blackberry Brandy,Beverage Alcoholic,"acid, alcohol, alcoholic, aldehydic, almond, amine, animal, apple, apple peel, bacon, baked, balsam, banana, bean, beer, berry, bitter, brandy, bread, burnt, butter, butterscotch, buttery, cabbage, caramel, cheese, cheesy, chemical, cherry, chip, cinnamon, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, cooked beef juice, corn, creamy, cumin, dairy, dry, ether, ethereal, fatty, feet, fish, fishy, floral, flower, fragrant, fresh, fruit, fruity, fungal, fusel, grape, grass, grassy, green, hawthorn, heavy, herbal, honey, hyacinth, juicy, lard, leaf, leafy, lemon, lilac, magnolia, malt, meaty, medicinal, medicine, melon, metal, milky, mushroom, must, musty, naphthyl, natural, neroli, nutty, oil, oily, onion, orange, peach, pepper, phenolic, pineapple, plum, popcorn, powdery, pungent, putrid, pyridine, rancid, resin, rose, rose dried, rose flower, rose water, rum, savory, sharp, sickening, smoke, smoky, soap, soapy, solvent, sour, spice, spicy, stinky, sulfur, sulfurous, sweat, sweaty, sweet, tart, tobacco, tropical, unripe banana, vanilla, vegetable, violet, walnut, watercress, waxy, whiskey, wine, woody",51,"2-Furaldehyde, 2-Methylhexanoic Acid, Ethyl 2-octenoate, Isoamyl laurate, Ethyl Undecanoate, Ethyl Butyrate, 2-Heptanone, 2-Methyl-1-propanol, Vanillic acid, Ethyl Lactate"
16,Cherry Brandy,Beverage Alcoholic,"acid, alcohol, alcoholic, aldehydic, almond, amine, animal, anise, apple, apple peel, apricot, bacon, baked, balsam, banana, bean, beer, berry, bitter, brandy, bread, burnt, butter, butterscotch, buttery, cabbage, camomile, caramel, celery, cheese, cheesy, chemical, cherry, chip, chocolate, cinnamon, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, cooked beef juice, corn, cranberry, creamy, cumin, dairy, dry, ether, ethereal, fatty, feet, fish, fishy, floral, flower, fragrant, fresh, fruit, fruity, fungal, fusel, grape, grass, grassy, green, hawthorn, heavy, herbal, honey, hyacinth, juicy, lard, leaf, leafy, lemon, lilac, magnolia, malt, meaty, medicinal, medicine, melon, metal, mild, milky, minty, mushroom, must, musty, naphthyl, natural, neroli, nutty, oil, oily, onion, orange, peach, pear, pepper, phenolic, pineapple, plum, popcorn, powdery, pungent, putrid, pyridine, rancid, raspberry, resin, rose, rose dried, rose flower, rose water, rum, savory, sharp, sickening, smoke, smoky, soap, soapy, solvent, sour, spice, spicy, stinky, strawberry, sulfur, sulfurous, sweat, sweaty, sweet, tart, tobacco, tropical, unripe banana, vanilla, vegetable, violet, walnut, watercress, waxy, wine, wintergreen, woody, ylang",52,"2-Furaldehyde, 2-Methylhexanoic Acid, Ethyl 2-octenoate, Isoamyl laurate, Ethyl Undecanoate, Diethyl Succinate, Ethyl Butyrate, 2-Heptanone, 2-Methyl-1-propanol, Vanillic acid"
17,Cognac Brandy,Beverage Alcoholic,"acetophenone, acid, acidic, alcohol, alcoholic, aldehydic, allspice, almond, almond shell, amber, amine, animal, anise, anisic, apple, apple peel, apricot, bacon, baked, balsam, balsamic, banana, bay oil, bean, beer, berry, bitter, bitter almond, blackcurrant, blueberry, borneol, brandy, bread, bready, brown, burnt, burnt sugar, butter, butterscotch, buttery, cabbage, camphor, cananga, caramel, caraway, castoreum, celery, cheese, cheesy, chemical, cherry, chicken, chip, chocolate, cinnamon, citrus, civet, clean, clean cloth, clove, clover, cocoa, coconut, coffee, cognac, cooked, cooked beef juice, cooling, corn, cortex, cotton, coumarin, cranberry, cream, creamy, cucumber, cultured dairy, cumin, curry, dairy, diphenyl oxide, dirty, dry, earthy, ether, ethereal, faint, fat, fatty, feet, fermented, fish, fishy, floral, flower, formyl, fragrant, fresh, fried, fruit, fruity, fungal, furfural, fusel, gardenia, gasoline, grape, grapefruit, grass, grassy, green, guaiacol, hawthorn, hawthorne, hay, hazelnut, heavy, herb, herbaceous, herbal, honey, honeysuckle, hop_oil, hot milk, hyacinth, iris, jam, jasmin, juicy, lard, laundered cloths, laundry, lavender, leaf, leafy, leather, lemon, lemongrass, lettuce, lilac, lime, magnolia, malt, mango, maple, meaty, medical, medicinal, medicine, melon, metal, metallic, mild, milky, mimosa, mint, minty, moss, mushroom, musk, must, musty, naphthyl, narcissus, natural, neroli, new mown hay, nut, nutmeg, nutty, odorless, oil, oily, onion, orange, orange peel, orris, overripe fruit, papaya, paper, pastry, peach, peanut, pear, peely, peony, pepper, peppermint, phenol, phenolic, pine, pineapple, plastic, plum, popcorn, potato, powdery, powerful, prune, pulpy, pungent, putrid, pyridine, rancid, raspberry, raw, resin, rhubarb, ripe, root, roquefort cheese, rose, rose dried, rose flower, rose water, rosemary, rubber, rum, rummy, sarsaparilla, savory, seaweed, sharp, sickening, slightly waxy, smoke, smoky, soap, soapy, solvent, soup, sour, soy, spearmint, spice, spicy, stinky, storax, strawberry, strong, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, tart, tea, toasted, tobacco, tomato, tonka, tropica, tropical, tutti frutti, unpleasant, unripe banana, vanilla, vegetable, vinegar, vinous, violet, walnut, warm, watercress, watery, wax, waxy, weedy, whiskey, wine, wine_like, wintergreen, wood, woody, yeast, yeasty, ylang",204,"Isoamyl butyrate, Octan-2-ol, Isopentyl hexanoate, 2-Methylbutyl Acetate, Cycloionone, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Ethyl Octanoate, 2-Methyl-1-propanol"
18,Papaya Brandy,Beverage Alcoholic,"acid, alcohol, alcoholic, aldehydic, almond, amine, animal, apple, apple peel, bacon, baked, balsam, banana, bean, beer, berry, bitter, brandy, bread, burnt, butter, butterscotch, buttery, cabbage, caramel, cheese, cheesy, chemical, cherry, chip, cinnamon, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, cooked beef juice, corn, creamy, cumin, dairy, dry, ether, ethereal, fatty, feet, fish, fishy, floral, flower, fragrant, fresh, fruit, fruity, fungal, fusel, grape, grass, grassy, green, hawthorn, heavy, herbal, honey, hyacinth, juicy, lard, leaf, leafy, lemon, lilac, magnolia, malt, meaty, medicinal, medicine, melon, metal, milky, mushroom, must, musty, naphthyl, natural, neroli, nutty, oil, oily, onion, orange, peach, pepper, phenolic, pineapple, plum, popcorn, powdery, pungent, putrid, pyridine, rancid, resin, rose, rose dried, rose flower, rose water, rum, savory, sharp, sickening, smoke, smoky, soap, soapy, solvent, sour, spice, spicy, stinky, sulfur, sulfurous, sweat, sweaty, sweet, tart, tobacco, tropical, unripe banana, vanilla, vegetable, violet, walnut, watercress, waxy, wine, woody",51,"2-Furaldehyde, 2-Methylhexanoic Acid, Ethyl 2-octenoate, Isoamyl laurate, Ethyl Undecanoate, Isopropyl Propionate, Ethyl Butyrate, 2-Heptanone, 2-Methyl-1-propanol, Vanillic acid"
19,Pear Brandy,Beverage Alcoholic,"acid, alcohol, alcoholic, aldehydic, almond, amine, animal, apple, apple peel, bacon, baked, balsam, banana, bean, beer, berry, bitter, brandy, bread, burnt, butter, butterscotch, buttery, cabbage, caramel, carnation, cheese, cheesy, chemical, cherry, chip, cinnamon, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, cooked beef juice, corn, creamy, cumin, cut grass, dairy, dry, ether, ethereal, fatty, feet, fermented, fish, fishy, floral, flower, foliage, fragrant, fresh, fruit, fruity, fungal, fusel, grape, grass, grassy, green, hawthorn, heavy, herb, herbal, honey, hyacinth, jam, juicy, lard, leaf, leafy, leather, lemon, lilac, magnolia, malt, meaty, medical, medicinal, medicine, melon, mesquite, metal, milky, mushroom, must, musty, naphthyl, natural, neroli, nutty, oil, oily, onion, orange, orris, peach, peanut, pear, pepper, phenolic, pineapple, plum, popcorn, powdery, pungent, putrid, pyridine, rancid, raspberry, resin, rose, rose dried, rose flower, rose water, rum, savory, seaweed, sharp, sickening, smoke, smoky, soap, soapy, solvent, sour, spice, spicy, stinky, sulfur, sulfurous, sweat, sweaty, sweet, tart, tobacco, tropical, unripe banana, vanilla, vegetable, violet, walnut, watercress, waxy, whiskey, wine, woody",64,"2-Furaldehyde, 2-Methylhexanoic Acid, Ethyl 2-octenoate, Isoamyl laurate, Isopentyl hexanoate, Ethyl Undecanoate, 1-propanol, Ethyl Butyrate, 2-Heptanone, 2-Methyl-1-propanol"
20,Plum Brandy,Beverage Alcoholic,"acid, alcohol, alcoholic, aldehydic, almond, amine, animal, apple, apple peel, apricot, bacon, baked, balsam, balsamic, banana, bean, beer, berry, bitter, brandy, bread, bready, burnt, butter, butterscotch, buttery, cabbage, caramel, cheese, cheesy, chemical, cherry, chip, chocolate, cinnamon, citrus, clean, clean clothes, clove, cocoa, coconut, coffee, cognac, cooked, cooked beef juice, corn, cranberry, creamy, cumin, dairy, dry, earthy, ether, ethereal, faint, fatty, feet, fermented, fish, fishy, floral, flower, fragrant, fresh, fruit, fruity, fungal, fusel, gasoline, grape, grass, grassy, green, harsh, hawthorn, heavy, herbal, honey, hyacinth, juicy, lard, leaf, leafy, lemon, lilac, magnolia, malt, mandarin, meaty, medicinal, medicine, melon, metal, metallic, mild, milky, mint, minty, mushroom, must, musty, naphthyl, natural, neroli, nutty, oil, oily, onion, orange, orris, peach, peanut, pear, pepper, peppermint, petal, phenolic, pineapple, plastic, plum, popcorn, powdery, powerful, pungent, putrid, pyridine, rancid, resin, rose, rose dried, rose flower, rose water, rum, savory, sharp, sickening, smoke, smoky, soap, soapy, solvent, sour, spice, spicy, stinky, strawberry, sulfur, sulfurous, sweat, sweaty, sweet, tart, tobacco, tropical, unripe banana, vanilla, vegetable, violet, walnut, watercress, waxy, whiskey, wine, wintergreen, woody, ylang",75,"2-Furaldehyde, 2-Methylhexanoic Acid, Ethyl 2-octenoate, Isoamyl laurate, Pentanal, 4-Methyl-2-pentanone, Isopentyl hexanoate, Methyl Propionate, Ethyl Undecanoate, Styrene"
21,Raspberry Brandy,Beverage Alcoholic,"acid, alcohol, alcoholic, aldehydic, almond, amine, animal, apple, apple peel, bacon, baked, balsam, banana, bean, beer, berry, bitter, brandy, bread, burnt, butter, butterscotch, buttery, cabbage, caramel, cheese, cheesy, chemical, cherry, chip, cinnamon, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, cooked beef juice, corn, creamy, cumin, dairy, dry, ether, ethereal, fatty, feet, fish, fishy, floral, flower, fragrant, fresh, fruit, fruity, fungal, fusel, grape, grass, grassy, green, hawthorn, heavy, herbal, honey, hyacinth, ionone, juicy, lard, leaf, leafy, lemon, lilac, magnolia, malt, meaty, medicinal, medicine, melon, metal, milky, mushroom, must, musty, naphthyl, natural, neroli, nutty, oil, oily, onion, orange, orris, peach, pepper, phenolic, pineapple, plum, popcorn, powdery, pungent, putrid, pyridine, rancid, raspberry, resin, rose, rose dried, rose flower, rose water, rum, savory, sharp, sickening, smoke, smoky, soap, soapy, solvent, sour, spice, spicy, stinky, sulfur, sulfurous, sweat, sweaty, sweet, tart, tobacco, tropical, unripe banana, vanilla, vegetable, violet, walnut, watercress, waxy, wine, wood, woody",52,"2-Furaldehyde, 2-Methylhexanoic Acid, Ethyl 2-octenoate, Isoamyl laurate, Ethyl Undecanoate, Ethyl Butyrate, 2-Heptanone, 2-Methyl-1-propanol, Vanillic acid, Ethyl Lactate"
22,Weinbrand Brandy,Beverage Alcoholic,"acid, alcohol, alcoholic, aldehydic, alliaceous, almond, amine, animal, apple, apple peel, bacon, baked, balsam, banana, bean, beer, berry, bitter, brandy, bread, burnt, butter, butterscotch, buttery, cabbage, caramel, cheese, cheesy, chemical, cherry, chip, cinnamon, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, cooked beef juice, corn, creamy, cumin, dairy, dry, ether, ethereal, fatty, feet, fish, fishy, floral, flower, fragrant, fresh, fruit, fruity, fungal, fusel, grape, grass, grassy, green, hawthorn, heavy, herbal, honey, hyacinth, juicy, lard, leaf, leafy, lemon, lilac, magnolia, malt, meaty, medicinal, medicine, melon, metal, milky, mushroom, must, musty, naphthyl, natural, neroli, nutty, oil, oily, onion, orange, peach, pepper, phenolic, pineapple, plum, popcorn, powdery, pungent, putrid, pyridine, rancid, resin, rose, rose dried, rose flower, rose water, rum, savory, sharp, sickening, smoke, smoky, soap, soapy, solvent, sour, spice, spicy, stinky, sulfur, sulfurous, sweat, sweaty, sweet, tart, tobacco, tropical, unripe banana, vanilla, vegetable, violet, walnut, watercress, waxy, wine, woody",53,"2-Furaldehyde, 2-Methylhexanoic Acid, Ethyl 2-octenoate, Isoamyl laurate, Ethyl Undecanoate, sulfur dioxide, Ethyl Butyrate, 2-Heptanone, 2-Methyl-1-propanol, Vanillic acid"
23,Gin,Beverage Alcoholic,"alcohol, alcoholic, aldehydic, balsam, balsamic, banana, bergamot, bitter, burnt, camphor, cheese, cheesy, citrus, dry, earthy, ether, ethereal, fat, fatty, fermented, fishy, floral, flower, fresh, fruit, fruity, fusel, grapefruit, grassy, green, harsh, hay, herbal, honey, lavender, lilac, lime, magnolia, malt, mild, mint, minty, must, musty, natural, neroli, oil, orange peel, orris, peanut, peely, peppery, pine, plastic, pungent, rancid, resin, resinous, rose, rose dried, rose flower, rose water, solvent, sour, spice, spicy, sweat, sweet, terpene, turpentine, very mild, waxy, whiskey, wine, woody",17,"Thiamine Hydrochloride, Nonanal, CID 644104, Heptanoic Acid, 1-Hexanol, Myrcene, Methyl Acetate, Alpha-Pinene, Linalyl Acetate, nerol"
24,Rum,Beverage Alcoholic,"acetic, acetone, acetophenone, acid, acidic, acrylic, alcohol, alcoholic, aldehydic, allspice, almond, amine, animal, anise, aniseed, apple, apple peel, apple skin, apricot, bacon, baked, balsam, balsamic, banana, bay oil, bean, beef, beer, berry, bitter, blackcurrant, blueberry, bois de rose, brandy, bread, burnt, burnt almonds, butter, butterscotch, buttery, cabbage, camphor, camphoraceous, caramel, carnation, castoreum, celery, cheese, cheesy, chemical, chicken, chocolate, cinnamon, cinnamyl, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, cooling, corn, cortex, coumarin, cranberry, cream, creamy, cucumber, cultured dairy, curry, cut grass, dairy, damascone, decomposing cabbage, dirty, dry, dusty, earthy, estery, ether, ethereal, faint, fat, fatty, fecal, feet, fermented, fishy, floral, flower, formyl, fragrant, fresh, fried, fruit, fruity, fungal, fusel, gardenia, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, gravy, green, guaiacol, harsh, hay, hazelnut, herb, herbaceous, herbal, honey, hop_oil, horseradish, hot milk, hyacinth, iris, jammy, jasmin, jasmine, juicy, lard, lavender, leaf, leafy, leather, lemon, lilac, lily, lime, malt, mango, marshmallow, meat, meaty, medical, medicinal, medicine, melon, mentholic, mesquite, metal, metallic, mignonette, mild, milky, mimosa, mint, minty, moss, moth ball, mothball, mushroom, must, musty, naphthelene, narcissus, natural, nut, nutmeg, nutty, odorless, oil, oily, orange, orange peel, orchid, orris, overripe fruit, papaya, pastry, peach, peanut, peanut butter, pear, peely, peony, pepper, peppermint, peppery, phenol, phenolic, pine, pineapple, plastic, plum, popcorn, potato, powdery, pumpkin, pungent, putrid, pyridine, rancid, raspberry, raw, red rose, resin, resinous, ripe, roast, roast beef, roasted, roasted nut, roasted nuts, rooty, roquefort cheese, rose, rose bud, rose dried, rose flower, rose oxide, rose water, rubber, rum, rummy, saffron, sharp, sickening, slightly waxy, smoke, smoky, soap, soapy, solvent, sour, soy, soybean, spice, spicy, stinky, storax, strawberry, strong, styrax, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, tarragon, tart, tea, terpene, toasted, tobacco, tomato, tonka, tropica, tropical, turpentine, tutti frutti, unpleasant, vanilla, vegetable, very mild, vinegar, vinous, violet, walnut, watercress, wax, waxy, weedy, wet, whiskey, wine, wine_like, winey, wintergreen, wood, woody, yeast, ylang",195,"Isoamyl butyrate, Hexyl Hexanoate, Octan-2-ol, Isopentyl hexanoate, 2-Methylbutyl Acetate, Delta-Decalactone, 2-Methylbutyraldehyde, Styrene, (2E,4E)-deca-2,4-dienal, Ethyl Octanoate"
25,Whisky,Beverage Alcoholic,"acid, acidic, alcohol, alcoholic, aldehydic, almond, amine, angelica, animal, anise, apple, apple peel, apricot, bacon, baked, balsam, balsamic, banana, bay oil, bean, beer, berry, bitter, brandy, bread, bready, burnt, burnt almonds, butter, butterscotch, buttery, cabbage, camomile, caramel, castoreum, celery, cheese, cheesy, chemical, cherry, chocolate, cinnamon, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, cranberry, cream, creamy, cultured dairy, dairy, dirty, dry, earthy, egg, ester, ether, ethereal, faint, fat, fatty, fecal, feet, fish, fishy, floral, flower, formyl, fragrant, fresh, fried, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grape skin, grapefruit, grass, grassy, green, guaiacol, hazelnut, herb, herbaceous, herbal, honey, hyacinth, jam, jammy, jasmin, juicy, lard, leaf, leather, lilac, lily, lime, linden, malt, mango, meat, meaty, medical, medicinal, medicine, melon, metal, mild, milky, mint, minty, muguet, mushroom, must, musty, natural, nut, nutmeg, nutty, oakmoss, odorless, oil, oily, onion, orange, orange peel, orris, peach, peanut, peanut butter, pear, peely, phenol, phenolic, pineapple, plastic, plum, popcorn, potato, powdery, pungent, pyridine, rancid, raspberry, raw, resin, ripe, roast, roast beef, roasted, roasted nut, roasted nuts, roquefort cheese, rose, rose dried, rose flower, rose water, rubber, rum, rummy, savory, seaweed, sharp, slightly waxy, smoke, smoky, soapy, solvent, sour, soy, soybean, spice, spicy, stinky, strawberry, strong, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, tart, tobacco, tomato, tonka, tropical, tutti frutti, vanilla, vegetable, very mild, vinegar, violet, walnut, watercress, watery, wax, waxy, whiskey, wine, wine_like, wintergreen, wood, woody, yeast, ylang",108,"Isopentyl hexanoate, Styrene, Ethyl Octanoate, 2-Methyl-1-propanol, Vanillic acid, formic acid, Isoamyl Isovalerate, palmitic acid, Geraniol, 2-Ethyl-5-Methylpyrazine"
26,Bourbon Whisky,Beverage Alcoholic,"acetic, acid, acidic, alcohol, alcoholic, aldehydic, almond, amine, angelica, animal, anise, apple, apple peel, apricot, bacon, baked, balsam, balsamic, banana, bay oil, bean, beer, berry, bitter, brandy, bread, bready, burnt, burnt almonds, butter, butterscotch, buttery, cabbage, camomile, camphor, caramel, carnation, castoreum, celery, cheese, cheesy, chemical, cherry, chocolate, cinnamon, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, coumarin, cranberry, cream, creamy, cultured dairy, dairy, dirty, dry, earthy, egg, ester, ether, ethereal, faint, fat, fatty, fecal, feet, fermented, fish, fishy, floral, flower, formyl, fragrant, fresh, fried, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grape skin, grapefruit, grass, green, guaiacol, harsh, hay, hazelnut, herb, herbaceous, herbal, honey, hyacinth, jam, jammy, jasmin, juicy, lard, leaf, leafy, leather, lilac, lily, lime, linden, malt, mango, meat, meaty, medical, medicinal, medicine, melon, mesquite, metal, mild, milky, mint, minty, muguet, mushroom, must, musty, natural, nut, nutmeg, nutty, oakmoss, odorless, oil, oily, onion, orange, orange peel, orris, peach, peanut, peanut butter, pear, peely, peony, phenol, phenolic, pine, pineapple, plastic, plum, popcorn, potato, powdery, pungent, pyridine, rancid, raspberry, raw, resin, resinous, ripe, roast, roast beef, roasted, roasted nut, roasted nuts, roquefort cheese, rose, rose dried, rose flower, rose water, rubber, rum, rummy, savory, seaweed, sharp, slightly waxy, smoke, smoky, soapy, solvent, sour, soy, soybean, spice, spicy, stinky, strawberry, strong, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, tart, terpene, toasted, tobacco, tomato, tonka, tropical, turpentine, tutti frutti, vanilla, vegetable, vinegar, violet, walnut, watercress, watery, wax, waxy, whiskey, wine, wine_like, wintergreen, wood, woody, yeast, ylang",114,"Isopentyl hexanoate, Styrene, Ethyl Octanoate, 2-Methyl-1-propanol, Vanillic acid, formic acid, Isoamyl Isovalerate, palmitic acid, Geraniol, 2-Ethyl-5-Methylpyrazine"
27,Canadian Whisky,Beverage Alcoholic,"acid, acidic, alcohol, alcoholic, aldehydic, almond, amine, angelica, animal, anise, apple, apple peel, apricot, bacon, baked, balsam, balsamic, banana, bay oil, bean, beer, berry, bitter, brandy, bread, bready, burnt, burnt almonds, butter, butterscotch, buttery, cabbage, camomile, caramel, castoreum, celery, cheese, cheesy, chemical, cherry, chocolate, cinnamon, citrus, clean, clove, cocoa, coconut, coffee, cognac, cooked, cranberry, cream, creamy, cultured dairy, dairy, dirty, dry, earthy, egg, ester, ether, ethereal, faint, fat, fatty, fecal, feet, fish, fishy, floral, flower, formyl, fragrant, fresh, fried, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grape skin, grapefruit, grass, green, guaiacol, hazelnut, herb, herbaceous, herbal, honey, hyacinth, jam, jammy, jasmin, juicy, lard, leaf, leather, lilac, lily, lime, linden, malt, mango, meat, meaty, medical, medicinal, medicine, melon, metal, mild, milky, mint, minty, muguet, mushroom, must, musty, natural, nut, nutmeg, nutty, oakmoss, odorless, oil, oily, onion, orange, orange peel, orris, peach, peanut, peanut butter, pear, peely, phenol, phenolic, pineapple, plastic, plum, popcorn, potato, powdery, pungent, pyridine, rancid, raspberry, raw, resin, ripe, roast, roast beef, roasted, roasted nut, roasted nuts, roquefort cheese, rose, rose dried, rose flower, rose water, rubber, rum, rummy, savory, seaweed, sharp, slightly waxy, smoke, smoky, soapy, solvent, sour, soy, soybean, spice, spicy, stinky, strawberry, strong, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, tart, tobacco, tomato, tonka, tropical, tutti frutti, vanilla, vegetable, vinegar, violet, walnut, watercress, watery, wax, waxy, whiskey, wine, wine_like, wintergreen, wood, woody, yeast, ylang",105,"Isopentyl hexanoate, Styrene, Ethyl Octanoate, 2-Methyl-1-propanol, Vanillic acid, formic acid, Isoamyl Isovalerate, palmitic acid, Geraniol, 2-Ethyl-5-Methylpyrazine"
